model_name,Price (Dollar),Storage (GB),review,timestamp,stars,country,language,tk_review,timestamp_nanosec,timestamp_formatted
20,iPhone 12,287.0,64,"brand new looking, 100% battery. works great so far.
read more",1973-10-20,5,Canada,en,"['brand', 'new', 'looking', ',', '100', '%', 'battery', '.', 'works', 'great', 'far', '.', 'read']",119923200000000000,20/10/1973
21,iPhone 12,287.0,64,"arrived on time, phone is in very good condition (2 very minor scratches on the edges of the phone body), and work perfectly.
read more",1973-10-14,5,Canada,en,"['arrived', 'time', ',', 'phone', 'good', 'condition', '(', '2', 'minor', 'scratches', 'edges', 'phone', 'body', ')', ',', 'work', 'perfectly', '.', 'read']",119404800000000000,14/10/1973
22,iPhone XS,182.0,64,"the media could not be loaded.
                



 i broke the screen of my iphone x and got some cracks on the back. initially, i planned to repair it at the apple store, but just fixing the screen would have cost me $275 plus taxes (as of 8/7/2024). so, i decided to buy a renewed phone on amazon. i was a bit worried about the purchase until i received the phone. when i unboxed it, i was really amazed. there were no signs that this phone was renewed—no scratches, no fingerprints, and no unpleasant smell. it seemed too good to be true. i checked the battery's maximum capacity, and it was at 98%. some might say this number could be inaccurate, but here's my experience: the next day, i had a chance to test it. i had back-to-back teams meetings in the first half of the day and had to use phone to talk and view my supervisor’s screen while validating data on my side. the phone performed very well. i had no concerns about signal, battery, or sound quality. everything worked perfectly. additionally, the phone came with a screen protector, which was a nice touch.i highly recommend mobilesupply to anyone looking for a quality products. their product exceeded my expectations, and i couldn't be happier with my purchase. the phone looks and functions like new, offering excellent value for the price.
read more",1972-07-03,5,the United States,en,"['media', 'could', 'loaded', '.', 'broke', 'screen', 'iphone', 'x', 'got', 'cracks', 'back', '.', 'initially', ',', 'planned', 'repair', 'apple', 'store', ',', 'fixing', 'screen', 'would', 'cost', '$', '275', 'plus', 'taxes', '(', '8/', '7/2024', ')', '.', ',', 'decided', 'buy', 'renewed', 'phone', 'amazon', '.', 'bit', 'worried', 'purchase', 'received', 'phone', '.', 'unboxed', ',', 'really', 'amazed', '.', 'signs', 'phone', 'renewed', '—', 'scratches', ',', 'fingerprints', ',', 'unpleasant', 'smell', '.', 'seemed', 'good', 'true', '.', 'checked', ""battery's"", 'maximum', 'capacity', ',', '98', '%', '.', 'might', 'say', 'number', 'could', 'inaccurate', ',', ""here's"", 'experience', ':', 'next', 'day', ',', 'chance', 'test', '.', 'back-to-back', 'teams', 'meetings', 'first', 'half', 'day', 'use', 'phone', 'talk', 'view', 'supervisor', '’', 'screen', 'validating', 'data', 'side', '.', 'phone', 'performed', 'well', '.', 'concerns', 'signal', ',', 'battery', ',', 'sound', 'quality', '.', 'everything', 'worked', 'perfectly', '.', 'additionally', ',', 'phone', 'came', 'screen', 'protector', ',', 'nice', 'touch', '.', 'highly', 'recommend', 'mobilesupply', 'anyone', 'looking', 'quality', 'products', '.', 'product', 'exceeded', 'expectations', ',', 'happier', 'purchase', '.', 'phone', 'looks', 'functions', 'like', 'new', ',', 'offering', 'excellent', 'value', 'price', '.', 'read']",78969600000000000,03/07/1972
23,iPhone XS,182.0,64,"camera quality is very good, recording is absolutely stunning, the pictures quality is very smooth and bright, the condition it came in was a scratch on the camera which did not effect anything. memory is very fast, the phone is small and wide which is perfect, it runs very well and i dont have any problem using it, battrey life wears down very quickly, had this phone for 2 months and is at 76% worth the price👏!!
read more",1972-03-11,5,the United States,en,"['camera', 'quality', 'good', ',', 'recording', 'absolutely', 'stunning', ',', 'pictures', 'quality', 'smooth', 'bright', ',', 'condition', 'came', 'scratch', 'camera', 'effect', 'anything', '.', 'memory', 'fast', ',', 'phone', 'small', 'wide', 'perfect', ',', 'runs', 'well', 'dont', 'problem', 'using', ',', 'battrey', 'life', 'wears', 'quickly', ',', 'phone', '2', 'months', '76', '%', 'worth', 'price', '👏', '!', '!', 'read']",69120000000000000,11/03/1972
24,iPhone XS,182.0,64,"this phone was in great shape and activated on my carrier without issue.
read more",1972-08-12,5,the United States,en,"['phone', 'great', 'shape', 'activated', 'carrier', 'without', 'issue', '.', 'read']",82425600000000000,12/08/1972
25,iPhone XS,182.0,64,"phone is in excellent condition! arrived in two days and came with a charger!
read more",1972-07-09,4,the United States,en,"['phone', 'excellent', 'condition', '!', 'arrived', 'two', 'days', 'came', 'charger', '!', 'read']",79488000000000000,09/07/1972
26,iPhone XS,182.0,64,"i received the phone within 2 days of ordering. the packaging was fine and initially it appeared to be in great condition. however, i checked the battery health on the first day which stated “important battery message: your battery’s health is significantly degraded.”  the maximum capacity for the battery was 78%. no problem, i thought, because one of the reason’s i bought from amazon is that the phone was advertised “to have a battery which exceeds 80% capacity relative to new” and was “guaranteed by amazon” to be “eligible for replacement or refund within 90 days of receipt if you are not satisfied. “well clearly, i was not satisfied to receive a phone with a significantly degraded battery. so, i called amazon customer service to explain the problem and request a replacement. i did this on the same day i received the phone. the representative was helpful and told me he would send out a replacement immediately, and even upgrade the shipment method for no extra charge.  he also told me, both in conversation and in writing to “use the box the replacement comes in to return the original.”  that way, i would not be without a phone while waiting for the replacement to arrive.the day the replacement was scheduled to arrive and but had not, i called amazon customer service back to inquire about the status. much to my surprise, i was told the replacement phone order had been cancelled by the third-party seller because the original had not been returned. this irritated me for two reasons: (1) i had never been notified the replacement order had been cancelled—apparently, had i not called amazon was simply going to drop the issue, and (2) i was specifically told by amazon customer service that i did not need to return the original until the replacement was received.i told the agent this was unacceptable and wanted the replacement sent to me, as had been previously arranged. when it became clear that she would not be able to help me, i asked to speak with her manager. after providing her with my phone number, she said her manager would call me back. that phone call never happened.the following day i called amazon customer service again, now the third time trying to get this issue resolved. i explained the steps i had taken thus far and was put on hold so the representative could verify if my replacement order “was legit.”  when i asked what “legit” meant, she said she needed to verify if this was unusual activity on the account because it was a phone purchase. i told her that of course it was legit, as i had email documentation regarding the entire process!after being on hold, she came back and told me the replacement phone would be delivered within 5 days. she also said she would personally call me on that day to verify that it was received. i asked her to clarify that i would receive the replacement first, prior to sending the original back, according to the instructions i had previously received via email. she looked up that email and saw it said: “please feel free to use the box the replacement comes in to return the original…”  after reading that she placed me on hold again.after a minute or so, she came back on the line and asked if she could place me on hold for an additional few minutes. i asked why. she said she was trying to find out what went wrong with the first replacement order. when she came back on the line, she told me “to be on the safe side” i should return the original defective phone first to receive a replacement.  i reiterated that this was unacceptable and that i had held up my end of the bargain and done exactly as amazon had told me to do. i wanted the replacement sent first before i returned the defective phone. she said the email i received was in error and the person who sent it made a mistake—the defective phone would need to be returned before the replacement is shipped out. i told her that while i understand that people make mistakes, i did not think i should be penalized (i.e., be without a phone for at least 5 days) for a mistake that amazon made. she apologized for the mistake but made it clear that i would not receive a replacement until the original was returned. i informed her i would be writing a negative review.to summarize: i was sent a defective phone, was given incorrect information about how to replace it, had the replacement order silently cancelled without being notified, and amazon refused to follow through on the terms of their agreement. one star.
read more",1970-01-01,1,the United States,en,"['received', 'phone', 'within', '2', 'days', 'ordering', '.', 'packaging', 'fine', 'initially', 'appeared', 'great', 'condition', '.', 'however', ',', 'checked', 'battery', 'health', 'first', 'day', 'stated', '“', 'important', 'battery', 'message', ':', 'battery', '’', 'health', 'significantly', 'degraded', '.', '”', 'maximum', 'capacity', 'battery', '78', '%', '.', 'problem', ',', 'thought', ',', 'one', 'reason', '’', 'bought', 'amazon', 'phone', 'advertised', '“', 'battery', 'exceeds', '80', '%', 'capacity', 'relative', 'new', '”', '“', 'guaranteed', 'amazon', '”', '“', 'eligible', 'replacement', 'refund', 'within', '90', 'days', 'receipt', 'satisfied', '.', '“', 'well', 'clearly', ',', 'satisfied', 'receive', 'phone', 'significantly', 'degraded', 'battery', '.', ',', 'called', 'amazon', 'customer', 'service', 'explain', 'problem', 'request', 'replacement', '.', 'day', 'received', 'phone', '.', 'representative', 'helpful', 'told', 'would', 'send', 'replacement', 'immediately', ',', 'even', 'upgrade', 'shipment', 'method', 'extra', 'charge', '.', 'also', 'told', ',', 'conversation', 'writing', '“', 'use', 'box', 'replacement', 'comes', 'return', 'original', '.', '”', 'way', ',', 'would', 'without', 'phone', 'waiting', 'replacement', 'arrive.the', 'day', 'replacement', 'scheduled', 'arrive', ',', 'called', 'amazon', 'customer', 'service', 'back', 'inquire', 'status', '.', 'much', 'surprise', ',', 'told', 'replacement', 'phone', 'order', 'cancelled', 'third-party', 'seller', 'original', 'returned', '.', 'irritated', 'two', 'reasons', ':', '(', '1', ')', 'never', 'notified', 'replacement', 'order', 'cancelled', '—', 'apparently', ',', 'called', 'amazon', 'simply', 'going', 'drop', 'issue', ',', '(', '2', ')', 'specifically', 'told', 'amazon', 'customer', 'service', 'need', 'return', 'original', 'replacement', 'received', '.', 'told', 'agent', 'unacceptable', 'wanted', 'replacement', 'sent', ',', 'previously', 'arranged', '.', 'became', 'clear', 'would', 'able', 'help', ',', 'asked', 'speak', 'manager', '.', 'providing', 'phone', 'number', ',', 'said', 'manager', 'would', 'call', 'back', '.', 'phone', 'call', 'never', 'happened.the', 'following', 'day', 'called', 'amazon', 'customer', 'service', ',', 'third', 'time', 'trying', 'get', 'issue', 'resolved', '.', 'explained', 'steps', 'taken', 'thus', 'far', 'put', 'hold', 'representative', 'could', 'verify', 'replacement', 'order', '“', 'legit', '.', '”', 'asked', '“', 'legit', '”', 'meant', ',', 'said', 'needed', 'verify', 'unusual', 'activity', 'account', 'phone', 'purchase', '.', 'told', 'course', 'legit', ',', 'email', 'documentation', 'regarding', 'entire', 'process', '!', 'hold', ',', 'came', 'back', 'told', 'replacement', 'phone', 'would', 'delivered', 'within', '5', 'days', '.', 'also', 'said', 'would', 'personally', 'call', 'day', 'verify', 'received', '.', 'asked', 'clarify', 'would', 'receive', 'replacement', 'first', ',', 'prior', 'sending', 'original', 'back', ',', 'according', 'instructions', 'previously', 'received', 'via', 'email', '.', 'looked', 'email', 'saw', 'said', ':', '“', 'please', 'feel', 'free', 'use', 'box', 'replacement', 'comes', 'return', 'original', '…', '”', 'reading', 'placed', 'hold', 'again.after', 'minute', ',', 'came', 'back', 'line', 'asked', 'could', 'place', 'hold', 'additional', 'minutes', '.', 'asked', '.', 'said', 'trying', 'find', 'went', 'wrong', 'first', 'replacement', 'order', '.', 'came', 'back', 'line', ',', 'told', '“', 'safe', 'side', '”', 'return', 'original', 'defective', 'phone', 'first', 'receive', 'replacement', '.', 'reiterated', 'unacceptable', 'held', 'end', 'bargain', 'done', 'exactly', 'amazon', 'told', '.', 'wanted', 'replacement', 'sent', 'first', 'returned', 'defective', 'phone', '.', 'said', 'email', 'received', 'error', 'person', 'sent', 'made', 'mistake', '—', 'defective', 'phone', 'would', 'need', 'returned', 'replacement', 'shipped', '.', 'told', 'understand', 'people', 'make', 'mistakes', ',', 'think', 'penalized', '(', '.', 'e', '.', ',', 'without', 'phone', 'least', '5', 'days', ')', 'mistake', 'amazon', 'made', '.', 'apologized', 'mistake', 'made', 'clear', 'would', 'receive', 'replacement', 'original', 'returned', '.', 'informed', 'would', 'writing', 'negative', 'review.to', 'summarize', ':', 'sent', 'defective', 'phone', ',', 'given', 'incorrect', 'information', 'replace', ',', 'replacement', 'order', 'silently', 'cancelled', 'without', 'notified', ',', 'amazon', 'refused', 'follow', 'terms', 'agreement', '.', 'one', 'star', '.', 'read']",0,01/01/1970
27,iPhone XS,182.0,64,"it’s a cool phone. battery health 89% when delivered. it stays charged for a min. definitely worth the price, in my opinion. few scratches on sides, buts it’s expected lol it’s a refurbished phone. definitely a good upgrade from iphone 8 that i had lol
read more",1972-06-20,5,the United States,en,"['’', 'cool', 'phone', '.', 'battery', 'health', '89', '%', 'delivered', '.', 'stays', 'charged', 'min', '.', 'definitely', 'worth', 'price', ',', 'opinion', '.', 'scratches', 'sides', ',', 'buts', '’', 'expected', 'lol', '’', 'refurbished', 'phone', '.', 'definitely', 'good', 'upgrade', 'iphone', '8', 'lol', 'read']",77846400000000000,20/06/1972
28,iPhone XS,182.0,64,"working fine
read more",1972-08-24,5,the United States,en,"['working', 'fine', 'read']",83462400000000000,24/08/1972
29,iPhone XS,182.0,64,"works great, in great shape.
read more",1972-07-24,5,Canada,en,"['works', 'great', ',', 'great', 'shape', '.', 'read']",80784000000000000,24/07/1972
30,iPhone 11 Pro Max,329.0,64,"i love this iphone 11 pro phone. it is like a brand new phone. not a scratch or a ding to it. it has been running optimally without and issues. i am grateful to have put trust in this company for a real iphone product. the charge is excellent and the battery last without charge a full day and evening depending on what you’re doing. i would most definitely purchase from this company again if i need another iphone.
read more",1974-11-27,5,the United States,en,"['love', 'iphone', '11', 'pro', 'phone', '.', 'like', 'brand', 'new', 'phone', '.', 'scratch', 'ding', '.', 'running', 'optimally', 'without', 'issues', '.', 'grateful', 'put', 'trust', 'company', 'real', 'iphone', 'product', '.', 'charge', 'excellent', 'battery', 'last', 'without', 'charge', 'full', 'day', 'evening', 'depending', '’', '.', 'would', 'definitely', 'purchase', 'company', 'need', 'another', 'iphone', '.', 'read']",154742400000000000,27/11/1974
31,iPhone 11 Pro Max,329.0,64,"i was still using an iphone 7, and was forced by my carrier (metropcs) to upgrade to a 5g phone.i’m oldschool and don’t like not owning my own music and movies so i opted for a 512gb hard drive.the phone itself is an instant upgrade, no scratches, great battery (for now) at 82%. the transfer of all previous apps went seamlessly although i’m holding off on their face id.i enjoy seeing it automatically turn on when i reach for it, the durability and obviously the 3 lense standard is something that help me blend in with the normies.
read more",1974-12-22,5,the United States,en,"['still', 'using', 'iphone', '7', ',', 'forced', 'carrier', '(', 'metropcs', ')', 'upgrade', '5g', 'phone', '.', '’', 'oldschool', '’', 'like', 'owning', 'music', 'movies', 'opted', '512gb', 'hard', 'drive.the', 'phone', 'instant', 'upgrade', ',', 'scratches', ',', 'great', 'battery', '(', ')', '82', '%', '.', 'transfer', 'previous', 'apps', 'went', 'seamlessly', 'although', '’', 'holding', 'face', 'id', '.', 'enjoy', 'seeing', 'automatically', 'turn', 'reach', ',', 'durability', 'obviously', '3', 'lense', 'standard', 'something', 'help', 'blend', 'normies', '.', 'read']",156902400000000000,22/12/1974
32,iPhone 11 Pro Max,329.0,64,"i was skeptical because of some of the reviews i saw on this phone saying that it was scratched and this was wrong and that was wrong but when i tell you that this phone has zero scratches and zero errors i’m being so for real! my first refurbished phone wasn’t the best but the the quality of this one is amazing. the size of this phone is wayyyy bigger than my last one like a mini ipad or something maybe i’m over exaggerating lol. but as far a looks everything is good and peachy nothing is wrong with the phone the audio and cameras and everything works perfectly fine as if i went to the apple store. and so far it’s very durable not easy to break unless that is your full intentions on doing so . 30/10 will highly recommend
read more",1974-10-19,5,the United States,en,"['skeptical', 'reviews', 'saw', 'phone', 'saying', 'scratched', 'wrong', 'wrong', 'tell', 'phone', 'zero', 'scratches', 'zero', 'errors', '’', 'real', '!', 'first', 'refurbished', 'phone', '’', 'best', 'quality', 'one', 'amazing', '.', 'size', 'phone', 'wayyyy', 'bigger', 'last', 'one', 'like', 'mini', 'ipad', 'something', 'maybe', '’', 'exaggerating', 'lol', '.', 'far', 'looks', 'everything', 'good', 'peachy', 'nothing', 'wrong', 'phone', 'audio', 'cameras', 'everything', 'works', 'perfectly', 'fine', 'went', 'apple', 'store', '.', 'far', '’', 'durable', 'easy', 'break', 'unless', 'full', 'intentions', '.', '30/10', 'highly', 'recommend', 'read']",151372800000000000,19/10/1974
33,iPhone 11 Pro Max,329.0,64,"this phone looks nice, really, honestly. the phone was neatly packaged and wrapped, came with a charger and a sim card opener + the amazon renewed paper.  it had a couple scratches on the sides but they were very minor & not noticeable at all. the screen was very clear no cracks. my only issue is the screen when it’s turned on. it had this weird mild & subtle static & i can see a faint black grain when i am staring closely to the phone. now i understand this phone is refurbished & renewed but i won’t lie the screen when i have the phone on really bugs me. i would be lying if i said i am totally satisfied with this phone. not to mention the phone is kinda slow, it lags & the battery life i received when i when i went to the settings was at an 80 % .. *sighs* , trying to decide if i should thug it out & be delusional or just send the phone back even tho i fear the quality of phone i’d received next. i’ve contacted the seller .. i haven’t heard anything yet. i’ll update soon.update :ive decided to return the phone because i feel like i would be settling if i had to keep this phone. i will say though i am surprised the phone came in a very good condition. but truly there were internal hardware and software issues in terms of the static screen flickering/blinking that i just couldn't overlook. the seller has been responsive and cooperative. i am thankful. i pray i get my money back on time. as of right now id rate my experience an 8/10 !
read more",1974-11-26,4,the United States,en,"['phone', 'looks', 'nice', ',', 'really', ',', 'honestly', '.', 'phone', 'neatly', 'packaged', 'wrapped', ',', 'came', 'charger', 'sim', 'card', 'opener', '+', 'amazon', 'renewed', 'paper', '.', 'couple', 'scratches', 'sides', 'minor', '&', 'noticeable', '.', 'screen', 'clear', 'cracks', '.', 'issue', 'screen', '’', 'turned', '.', 'weird', 'mild', '&', 'subtle', 'static', '&', 'see', 'faint', 'black', 'grain', 'staring', 'closely', 'phone', '.', 'understand', 'phone', 'refurbished', '&', 'renewed', '’', 'lie', 'screen', 'phone', 'really', 'bugs', '.', 'would', 'lying', 'said', 'totally', 'satisfied', 'phone', '.', 'mention', 'phone', 'kinda', 'slow', ',', 'lags', '&', 'battery', 'life', 'received', 'went', 'settings', '80', '%', '..', '*', 'sighs', '*', ',', 'trying', 'decide', 'thug', '&', 'delusional', 'send', 'phone', 'back', 'even', 'tho', 'fear', 'quality', 'phone', '’', 'received', 'next', '.', '’', 'contacted', 'seller', '..', '’', 'heard', 'anything', 'yet', '.', '’', 'update', 'soon.update', ':', 'ive', 'decided', 'return', 'phone', 'feel', 'like', 'would', 'settling', 'keep', 'phone', '.', 'say', 'though', 'surprised', 'phone', 'came', 'good', 'condition', '.', 'truly', 'internal', 'hardware', 'software', 'issues', 'terms', 'static', 'screen', 'flickering', '/', 'blinking', 'overlook', '.', 'seller', 'responsive', 'cooperative', '.', 'thankful', '.', 'pray', 'get', 'money', 'back', 'time', '.', 'right', 'id', 'rate', 'experience', '8/', '10', '!', 'read']",154656000000000000,26/11/1974
34,iPhone 11 Pro Max,329.0,64,"update (12/17/23): additional observations: 1) the amazon renewed certification card is marked 10/27/23, and when i received it 12/2/23 (about 5 weeks), the battery was completely dead; 2) after charging back to 100%, i put it in airplane mode (to turn off both wifi and bluetooth), and also put it in battery saver mode; i checked the battery percentages once a day, and it was losing 10-15% per day, so this battery is very weak. i did a parallel test with another iphone (11 pro max), and that one only lost 10% (100% > 90%) over a week. this is an excellent test to check the true condition of the battery.update (12/15/23): ordered a 5th amazon premium renewed phone (iphone 12 pro max), and the battery life, which should be above 90%, is actually 88%.update (3/28/23): after lengthy discussions with amazon, they will not honor the 90% battery guarantee stated on the amazon premium renewed page, because it is ""not stated on the amazon invoice"". 1-star, no longer recommended.update (2/1/23): ran into some issues, probably things that should be checked upon receipt of a renewed or premium renewed product: 1) battery life [below advertised 80 or 90%], 2) parts replaced, either with genuine or non-genuine apple parts, 3) overall functionality [defective charging port]. reducing overall rating to 4-stars.summary: upgrading from an iphone 7 plus, and decided i would go with the 11 pro max version. i was on the fence whether the extra money for the premium renewed is worth it, so will be discussing what i considered.observations: the high level basic differences are: 1) about a $100 difference; 2) three vs. 12 months return period: 3) battery level of 80% vs. 90%.recommendation: after considering the factors, i decided to look into how much a replacement battery would cost, which is $40 right now. however, starting with the iphone 8 (i think), apple started sealing the cases, which requires a heat gun to separate the case because of the extra waterproofing adhesive. to breakdown the addition $100 cost, subtract the $40 battery from that, leaving $60 for an additional 9-months (or $6.67/month) to ""insurance"" to return the phone if issues come up.carrier lock: i decided i wanted an unlocked version, and that appears to be another feature that is included with premium renewed, with the majority of carrier locked versions being offered as renewed only.conclusion: for the additional $100, i elected to go with the renewed premium. i rate both the renewed and the premium renewed as 5-stars. which you chose would depend on individual financial and personal factors.related products:apple iphone 11 pro max, us version, 256gb, midnight - unlocked (renewed)4.3 out of 5 stars  12,122 ratings | 1000+ answered questionsprice: $491.86https://www.amazon.com/gp/product/b07z4681lq/apple iphone 11 pro max, 256gb, midnight green - unlocked (renewed premium)4.3 out of 5 stars  12,122 ratings | 1000+ answered questionsprice: $586.00https://www.amazon.com/gp/product/b08bhfgjxf
read more",1973-07-03,1,the United States,en,"['update', '(', '12/17', '/', '23', '):', 'additional', 'observations', ':', '1', ')', 'amazon', 'renewed', 'certification', 'card', 'marked', '10/27', '/', '23', ',', 'received', '12/2', '/', '23', '(', '5', 'weeks', ')', ',', 'battery', 'completely', 'dead', ';', '2', ')', 'charging', 'back', '100', '%', ',', 'put', 'airplane', 'mode', '(', 'turn', 'wifi', 'bluetooth', ')', ',', 'also', 'put', 'battery', 'saver', 'mode', ';', 'checked', 'battery', 'percentages', 'day', ',', 'losing', '10-15', '%', 'per', 'day', ',', 'battery', 'weak', '.', 'parallel', 'test', 'another', 'iphone', '(', '11', 'pro', 'max', ')', ',', 'one', 'lost', '10', '%', '(', '100', '%', '>', '90', '%', ')', 'week', '.', 'excellent', 'test', 'check', 'true', 'condition', 'battery.update', '(', '12/15', '/', '23', '):', 'ordered', '5th', 'amazon', 'premium', 'renewed', 'phone', '(', 'iphone', '12', 'pro', 'max', ')', ',', 'battery', 'life', ',', '90', '%', ',', 'actually', '88', '%', '.', 'update', '(', '3/28', '/', '23', '):', 'lengthy', 'discussions', 'amazon', ',', 'honor', '90', '%', 'battery', 'guarantee', 'stated', 'amazon', 'premium', 'renewed', 'page', ',', '""', 'stated', 'amazon', 'invoice', '""', '.', '1', '-', 'star', ',', 'longer', 'recommended.update', '(', '2/1', '/', '23', '):', 'ran', 'issues', ',', 'probably', 'things', 'checked', 'upon', 'receipt', 'renewed', 'premium', 'renewed', 'product', ':', '1', ')', 'battery', 'life', '[', 'advertised', '80', '90', '%', ']', ',', '2', ')', 'parts', 'replaced', ',', 'either', 'genuine', 'non-genuine', 'apple', 'parts', ',', '3', ')', 'overall', 'functionality', '[', 'defective', 'charging', 'port', ']', '.', 'reducing', 'overall', 'rating', '4-stars.summary', ':', 'upgrading', 'iphone', '7', 'plus', ',', 'decided', 'would', 'go', '11', 'pro', 'max', 'version', '.', 'fence', 'whether', 'extra', 'money', 'premium', 'renewed', 'worth', ',', 'discussing', 'considered.observations', ':', 'high', 'level', 'basic', 'differences', ':', '1', ')', '$', '100', 'difference', ';', '2', ')', 'three', 'vs', '.', '12', 'months', 'return', 'period', ':', '3', ')', 'battery', 'level', '80', '%', 'vs', '.', '90', '%', '.', 'recommendation', ':', 'considering', 'factors', ',', 'decided', 'look', 'much', 'replacement', 'battery', 'would', 'cost', ',', '$', '40', 'right', '.', 'however', ',', 'starting', 'iphone', '8', '(', 'think', ')', ',', 'apple', 'started', 'sealing', 'cases', ',', 'requires', 'heat', 'gun', 'separate', 'case', 'extra', 'waterproofing', 'adhesive', '.', 'breakdown', 'addition', '$', '100', 'cost', ',', 'subtract', '$', '40', 'battery', ',', 'leaving', '$', '60', 'additional', '9', '-', 'months', '(', '$', '6.67', '/', 'month', ')', '""', 'insurance', '""', 'return', 'phone', 'issues', 'come', 'up.carrier', 'lock', ':', 'decided', 'wanted', 'unlocked', 'version', ',', 'appears', 'another', 'feature', 'included', 'premium', 'renewed', ',', 'majority', 'carrier', 'locked', 'versions', 'offered', 'renewed', 'only.conclusion', ':', 'additional', '$', '100', ',', 'elected', 'go', 'renewed', 'premium', '.', 'rate', 'renewed', 'premium', 'renewed', '5', '-', 'stars', '.', 'chose', 'would', 'depend', 'individual', 'financial', 'personal', 'factors.related', 'products', ':', 'apple', 'iphone', '11', 'pro', 'max', ',', 'us', 'version', ',', '256gb', ',', 'midnight', '-', 'unlocked', '(', 'renewed', ')', '4.3', '5', 'stars', '12,122', 'ratings', '|', '1000', '+', 'answered', 'questionsprice', ':', '$', '491.86', 'https://www.amazon.com/gp/product/b07z4681lq/apple', 'iphone', '11', 'pro', 'max', ',', '256gb', ',', 'midnight', 'green', '-', 'unlocked', '(', 'renewed', 'premium', ')', '4.3', '5', 'stars', '12,122', 'ratings', '|', '1000', '+', 'answered', 'questionsprice', ':', '$', '586.00', 'https://www.amazon.com/gp/product/b08bhfgjxf', 'read']",110505600000000000,03/07/1973
35,iPhone 11 Pro Max,329.0,64,"looks and works great!add was honest.battery last a long time.picture quality is greatit’s an iphone so it’s loaded with features and will be durable.he was able to just back the old one up to the cloud and then when he set this one up it transferred all his data, contacts, games etc!easy as 123!it’s worth the money! 💵it’s keeping my son happy! 😃
read more",1974-11-08,5,the United States,en,"['looks', 'works', 'great', '!', 'add', 'honest.battery', 'last', 'long', 'time.picture', 'quality', 'greatit', '’', 'iphone', '’', 'loaded', 'features', 'durable.he', 'able', 'back', 'old', 'one', 'cloud', 'set', 'one', 'transferred', 'data', ',', 'contacts', ',', 'games', 'etc', '!', 'easy', '123', '!', '’', 'worth', 'money', '!', '💵', '’', 'keeping', 'son', 'happy', '!', '😃', 'read']",153100800000000000,08/11/1974
36,iPhone 11 Pro Max,329.0,64,"so i was reluctant to shop online for a used phone. i was more reluctant to use marketplace even more so, so i ordered online. i chose the “excellent” condition option for the iphone 11 pro max, through this seller, and let me tell ya, i’m impressed. the phone is emaculate! didn’t come in original box, but is shipped in a very safe manor. battery is good, no scratches, no flaws. 1000% satisfied customer. i will be shopping here again when we get the wife a new phone.
read more",1974-11-25,5,the United States,en,"['reluctant', 'shop', 'online', 'used', 'phone', '.', 'reluctant', 'use', 'marketplace', 'even', ',', 'ordered', 'online', '.', 'chose', '“', 'excellent', '”', 'condition', 'option', 'iphone', '11', 'pro', 'max', ',', 'seller', ',', 'let', 'tell', 'ya', ',', '’', 'impressed', '.', 'phone', 'emaculate', '!', '’', 'come', 'original', 'box', ',', 'shipped', 'safe', 'manor', '.', 'battery', 'good', ',', 'scratches', ',', 'flaws', '.', '1000', '%', 'satisfied', 'customer', '.', 'shopping', 'get', 'wife', 'new', 'phone', '.', 'read']",154569600000000000,25/11/1974
