model_name,Price (Dollar),Storage (GB),review,timestamp,stars,country,language,tk_review,timestamp_nanosec,timestamp_formatted
252,iPhone 12 mini,219.78,64,"the iphone is great, charge is not a problem for its size i am surprised it has this much for its size, about 45 minutes to 80% charge if my estimate is right. i love it :)
read more",1970-02-10,5,the United States,en,"['iphone', 'great', ',', 'charge', 'problem', 'size', 'surprised', 'much', 'size', ',', '45', 'minutes', '80', '%', 'charge', 'estimate', 'right', '.', 'love', ':)', 'read']",3456000000000000,10/02/1970
253,iPhone 13 Pro Max,669.0,128,"battery life 99%, excellent quality
read more",1972-10-18,5,the United States,en,"['battery', 'life', '99', '%', ',', 'excellent', 'quality', 'read']",88214400000000000,18/10/1972
254,iPhone 13 Pro Max,669.0,128,"the phone is good, the price is borderline
read more",1972-07-02,5,the United States,en,"['phone', 'good', ',', 'price', 'borderline', 'read']",78883200000000000,02/07/1972
255,iPhone 13 Pro Max,669.0,128,"took it to metro ad they let me know they can't do anything to transfer my number until it was unlocked. otherwise a great phone if i could use itvery disappointed
read more",1972-11-14,1,the United States,en,"['took', 'metro', 'ad', 'let', 'know', ""can't"", 'anything', 'transfer', 'number', 'unlocked', '.', 'otherwise', 'great', 'phone', 'could', 'use', 'itvery', 'disappointed', 'read']",90547200000000000,14/11/1972
256,iPhone 13 Pro Max,669.0,128,"i love amazon renewed especially the ""renewed premium"" it never disappoints. the iphone 13 pro max 128gb came in mint condition. not a scratch, no dust, nothing. just perfect. i was looking for the 14 pro max but of course those are just a mythical creature good luck with that. instead, amazon had the 13 pro max in stock with the renewed premium guarantee it was a no brainer. came nicely packaged and secured, the box was nice and neat and felt great opening it. actually i bought 2 of these in the same color, one for myself and one for my lady.as for the phone itself, what is there to say? its an iphone 13 pro max 128gb. top of the line and compatible with the latest ios and 5g. love the phone, love ios, love the speed of my phone. no complaints.
read more",1971-03-23,5,the United States,en,"['love', 'amazon', 'renewed', 'especially', '""', 'renewed', 'premium', '""', 'never', 'disappoints', '.', 'iphone', '13', 'pro', 'max', '128gb', 'came', 'mint', 'condition', '.', 'scratch', ',', 'dust', ',', 'nothing', '.', 'perfect', '.', 'looking', '14', 'pro', 'max', 'course', 'mythical', 'creature', 'good', 'luck', '.', 'instead', ',', 'amazon', '13', 'pro', 'max', 'stock', 'renewed', 'premium', 'guarantee', 'brainer', '.', 'came', 'nicely', 'packaged', 'secured', ',', 'box', 'nice', 'neat', 'felt', 'great', 'opening', '.', 'actually', 'bought', '2', 'color', ',', 'one', 'one', 'lady.as', 'phone', ',', 'say', '?', 'iphone', '13', 'pro', 'max', '128gb', '.', 'top', 'line', 'compatible', 'latest', 'ios', '5g', '.', 'love', 'phone', ',', 'love', 'ios', ',', 'love', 'speed', 'phone', '.', 'complaints', '.', 'read']",38534400000000000,23/03/1971
257,iPhone 13 Pro Max,669.0,128,"for a iphone 13 pro max, 128gb, sierra blue - unlocked (renewed premium)everything its perfect , but a minor scratch on the screen, but if i turn the phone on i can't see anything . one  dent on the side its ok,i cover that with a case. battery its 100%. almost perfect :). and the charger its old. it was a good price.
read more",1971-07-17,4,the United States,en,"['iphone', '13', 'pro', 'max', ',', '128gb', ',', 'sierra', 'blue', '-', 'unlocked', '(', 'renewed', 'premium', ')', 'everything', 'perfect', ',', 'minor', 'scratch', 'screen', ',', 'turn', 'phone', ""can't"", 'see', 'anything', '.', 'one', 'dent', 'side', 'ok', ',', 'cover', 'case', '.', 'battery', '100', '%', '.', 'almost', 'perfect', ':)', '.', 'charger', 'old', '.', 'good', 'price', '.', 'read']",48556800000000000,17/07/1971
258,iPhone 13 Pro Max,669.0,128,"the phone came scratch free and at 99% battery health. it basically looked brand new. it froze once but i just hard reset it and it’s been fine so far. no regrets
read more",1972-01-25,5,the United States,en,"['phone', 'came', 'scratch', 'free', '99', '%', 'battery', 'health', '.', 'basically', 'looked', 'brand', 'new', '.', 'froze', 'hard', 'reset', '’', 'fine', 'far', '.', 'regrets', 'read']",65145600000000000,25/01/1972
259,iPhone 15 Pro Max,982.26,256,"received the phone in a day like i was promised and paid for with shipping, actually came early the next morning even though i purchased it the evening before. the battery life was at 100% which i was really surprised & happy about the most!! also love the fact that i didn’t have any scratches nor dents or marks on the phone itself. thanks!- purchased an iphone 15 pro max
read more",1970-07-21,5,the United States,en,"['received', 'phone', 'day', 'like', 'promised', 'paid', 'shipping', ',', 'actually', 'came', 'early', 'next', 'morning', 'even', 'though', 'purchased', 'evening', '.', 'battery', 'life', '100', '%', 'really', 'surprised', '&', 'happy', '!', '!', 'also', 'love', 'fact', '’', 'scratches', 'dents', 'marks', 'phone', '.', 'thanks', '!', '-', 'purchased', 'iphone', '15', 'pro', 'max', 'read']",17366400000000000,21/07/1970
260,iPhone 15 Pro Max,982.26,256,"it took time to convince myself to try a refurbished phone, but i’m so glad i did. i really wanted this model and i didn’t want to be tied to a carrier. the phone is beautiful - scratch-free, looks brand new, battery charges fully and lasts a very long time. i’ve had no issues at all. it came with a charger and was all packaged very well. it was super easy to transfer everything on my old iphone to this one, and then to transfer service using esim. i received advance communication from the seller about how to contact them if there is any problem with the phone, which was reassuring. i’m very happy with this purchase, the seller, and the phone itself.
read more",1970-04-27,5,the United States,en,"['took', 'time', 'convince', 'try', 'refurbished', 'phone', ',', '’', 'glad', '.', 'really', 'wanted', 'model', '’', 'want', 'tied', 'carrier', '.', 'phone', 'beautiful', '-', 'scratch-free', ',', 'looks', 'brand', 'new', ',', 'battery', 'charges', 'fully', 'lasts', 'long', 'time', '.', '’', 'issues', '.', 'came', 'charger', 'packaged', 'well', '.', 'super', 'easy', 'transfer', 'everything', 'old', 'iphone', 'one', ',', 'transfer', 'service', 'using', 'esim', '.', 'received', 'advance', 'communication', 'seller', 'contact', 'problem', 'phone', ',', 'reassuring', '.', '’', 'happy', 'purchase', ',', 'seller', ',', 'phone', '.', 'read']",10022400000000000,27/04/1970
261,iPhone 15 Pro Max,982.26,256,"our company ordered a refurbished phone and took it to the at&t store to have it activated.  we were told that the phone is marked stolen and has been locked.  apparently, the individual selling this phone through amazon did not fully pay for the phone.  therefore, this phone is useless.  when returning it to amazon,  i received a refund notice showing a restocking fee of $461.41.  the refund received was 1/2 of what we paid for the phone.  we feel a full refund should be given since the phone is not unlockable.
read more",1970-07-31,1,the United States,en,"['company', 'ordered', 'refurbished', 'phone', 'took', '&', 'store', 'activated', '.', 'told', 'phone', 'marked', 'stolen', 'locked', '.', 'apparently', ',', 'individual', 'selling', 'phone', 'amazon', 'fully', 'pay', 'phone', '.', 'therefore', ',', 'phone', 'useless', '.', 'returning', 'amazon', ',', 'received', 'refund', 'notice', 'showing', 'restocking', 'fee', '$', '461.41', '.', 'refund', 'received', '1/2', 'paid', 'phone', '.', 'feel', 'full', 'refund', 'given', 'since', 'phone', 'unlockable', '.', 'read']",18230400000000000,31/07/1970
262,iPhone 15 Pro Max,982.26,256,"works very well, looked like brand new
read more",1970-07-18,5,the United States,en,"['works', 'well', ',', 'looked', 'like', 'brand', 'new', 'read']",17107200000000000,18/07/1970
263,iPhone 15 Pro Max,982.26,256,"it came the next morning, in mint condition! you would not be able to tell its renewed. not a scratch or blemish, i ordered the “excellent” condition for reference. battery life still at 100% with only 8 cycles!!! i’m amazed. worth every penny!
read more",1970-07-10,5,the United States,en,"['came', 'next', 'morning', ',', 'mint', 'condition', '!', 'would', 'able', 'tell', 'renewed', '.', 'scratch', 'blemish', ',', 'ordered', '“', 'excellent', '”', 'condition', 'reference', '.', 'battery', 'life', 'still', '100', '%', '8', 'cycles', '!', '!', '!', '’', 'amazed', '.', 'worth', 'every', 'penny', '!', 'read']",16416000000000000,10/07/1970
264,iPhone 15 Pro Max,982.26,256,"came in great condition excellent battery life and almost no marks
read more",1970-07-24,5,the United States,en,"['came', 'great', 'condition', 'excellent', 'battery', 'life', 'almost', 'marks', 'read']",17625600000000000,24/07/1970
265,iPhone 15 Pro Max,982.26,256,"the media could not be loaded.
                



idk what these people are talking about, i connected my service provider so easy (cricket) but you have to buy unlocked first. it’s perfect, 100% battery health, no scratches, just like new and way better than my 11!
read more",1970-08-01,5,the United States,en,"['media', 'could', 'loaded', '.', 'idk', 'people', 'talking', ',', 'connected', 'service', 'provider', 'easy', '(', 'cricket', ')', 'buy', 'unlocked', 'first', '.', '’', 'perfect', ',', '100', '%', 'battery', 'health', ',', 'scratches', ',', 'like', 'new', 'way', 'better', '11', '!', 'read']",18316800000000000,01/08/1970
266,iPhone 15 Pro Max,982.26,256,"only complaint is the charger it came with
read more",1970-07-19,4,the United States,en,"['complaint', 'charger', 'came', 'read']",17193600000000000,19/07/1970
267,iPhone 15 Pro Max,982.26,256,"i’ve had this phone for a week now and to be honest it’s in a good condition and not an excellent one as the seller has stated.  i’ll list the pros and cons below.pros:98% batteryno scratches on screencons:scratches and chips around camera rings and body.phone is glitchy.  my apple carplay freezes every time i connect it to my car and i’m experiencing multiple app crashes and sometimes the phone randomly mute all audio and i have to restart the phone. i also was on a video call yesterday and the phone randomly restarted which was really weirdi did ask multiple of my friends that have this phone if they’re having these issues and they also said no, which makes me wonder if this is an hardware issue vs a software.  i will give the phone a couple more weeks and if nothing changes i will have to return it.
read more",1970-07-26,3,Canada,en,"['’', 'phone', 'week', 'honest', '’', 'good', 'condition', 'excellent', 'one', 'seller', 'stated', '.', '’', 'list', 'pros', 'cons', 'below.pros', ':', '98', '%', 'batteryno', 'scratches', 'screencons', ':', 'scratches', 'chips', 'around', 'camera', 'rings', 'body.phone', 'glitchy', '.', 'apple', 'carplay', 'freezes', 'every', 'time', 'connect', 'car', '’', 'experiencing', 'multiple', 'app', 'crashes', 'sometimes', 'phone', 'randomly', 'mute', 'audio', 'restart', 'phone', '.', 'also', 'video', 'call', 'yesterday', 'phone', 'randomly', 'restarted', 'really', 'weirdi', 'ask', 'multiple', 'friends', 'phone', '’', 'issues', 'also', 'said', ',', 'makes', 'wonder', 'hardware', 'issue', 'vs', 'software', '.', 'give', 'phone', 'couple', 'weeks', 'nothing', 'changes', 'return', '.', 'read']",17798400000000000,26/07/1970
268,iPhone 15 Pro Max,982.26,256,"screen had multiple deep scratches. returned. terrible
read more",1970-07-19,1,Canada,en,"['screen', 'multiple', 'deep', 'scratches', '.', 'returned', '.', 'terrible', 'read']",17193600000000000,19/07/1970
269,iPhone 12 Pro Max,928.42,128,"first off, i upgraded from a iphone plus 8 which was on its last leg haha! this iphone has great battery life, i could be watching videos for long periods of time and i still won’t need to charge up until the end of the day. face recognition was something i had to get used to since i was transitioning from a phone with a home button to a full screen display. once i got used to it, it’s actually pretty easy to use, and it still grants me access even with my glasses on!  storage capacity is great, will be ending more tho haha overall, i’m super happy with my purchase and since i was already with cricket, the process was super easy!
read more",1970-09-16,5,the United States,en,"['first', ',', 'upgraded', 'iphone', 'plus', '8', 'last', 'leg', 'haha', '!', 'iphone', 'great', 'battery', 'life', ',', 'could', 'watching', 'videos', 'long', 'periods', 'time', 'still', '’', 'need', 'charge', 'end', 'day', '.', 'face', 'recognition', 'something', 'get', 'used', 'since', 'transitioning', 'phone', 'home', 'button', 'full', 'screen', 'display', '.', 'got', 'used', ',', '’', 'actually', 'pretty', 'easy', 'use', ',', 'still', 'grants', 'access', 'even', 'glasses', '!', 'storage', 'capacity', 'great', ',', 'ending', 'tho', 'haha', 'overall', ',', '’', 'super', 'happy', 'purchase', 'since', 'already', 'cricket', ',', 'process', 'super', 'easy', '!', 'read']",22291200000000000,16/09/1970
270,iPhone 12 Pro Max,928.42,128,"the phone came brand new sealed, excellent value for money
read more",1973-05-10,5,the United States,en,"['phone', 'came', 'brand', 'new', 'sealed', ',', 'excellent', 'value', 'money', 'read']",105840000000000000,10/05/1973
271,iPhone 12 Pro Max,928.42,128,"love this phone can’t wait to use it with service battery last very long time takes amazing pics sound on it is incredible for a phone
read more",1970-07-19,5,the United States,en,"['love', 'phone', '’', 'wait', 'use', 'service', 'battery', 'last', 'long', 'time', 'takes', 'amazing', 'pics', 'sound', 'incredible', 'phone', 'read']",17193600000000000,19/07/1970
272,iPhone 12 Pro Max,928.42,128,"i purchased this phone with the $55 cricket monthly plan, it arrived yesterday.cricket did not include instructions in the sim kit. i called cricket and was put on hold for a long time until an unhelpful person told me i need to call amazon if i have questions.i call amazon and ask about porting my phone number. amazon is very friendly but we agree they can't tell me how to port my at&t number to cricket. they ask me to call cricket back.i call cricket back and was put on hold for a long time before an unhelpful person told me i need to go to a cricket store to ask questions or activate the phone.i call amazon back to complain about the bait and switch and try to reverse everything. amazon rep is very friendly and starts a return. i love the iphone 12 max pro and wish i could keep it, but i have to return to amazon and buy from a different company.i thought amazon would protect me from the monstrous practices of cricket but they don't. its odd amazon allows allows cricket to do this.
read more",1970-01-11,1,the United States,en,"['purchased', 'phone', '$', '55', 'cricket', 'monthly', 'plan', ',', 'arrived', 'yesterday.cricket', 'include', 'instructions', 'sim', 'kit', '.', 'called', 'cricket', 'put', 'hold', 'long', 'time', 'unhelpful', 'person', 'told', 'need', 'call', 'amazon', 'questions', '.', 'call', 'amazon', 'ask', 'porting', 'phone', 'number', '.', 'amazon', 'friendly', 'agree', ""can't"", 'tell', 'port', '&', 'number', 'cricket', '.', 'ask', 'call', 'cricket', 'back', '.', 'call', 'cricket', 'back', 'put', 'hold', 'long', 'time', 'unhelpful', 'person', 'told', 'need', 'go', 'cricket', 'store', 'ask', 'questions', 'activate', 'phone', '.', 'call', 'amazon', 'back', 'complain', 'bait', 'switch', 'try', 'reverse', 'everything', '.', 'amazon', 'rep', 'friendly', 'starts', 'return', '.', 'love', 'iphone', '12', 'max', 'pro', 'wish', 'could', 'keep', ',', 'return', 'amazon', 'buy', 'different', 'company', '.', 'thought', 'amazon', 'would', 'protect', 'monstrous', 'practices', 'cricket', '.', 'odd', 'amazon', 'allows', 'allows', 'cricket', '.', 'read']",864000000000000,11/01/1970
273,iPhone 12 Pro Max,928.42,128,"bought this for my wife. canceled the $55 subscription they asked for the same day we received it. phone works great
read more",1970-06-17,5,the United States,en,"['bought', 'wife', '.', 'canceled', '$', '55', 'subscription', 'asked', 'day', 'received', '.', 'phone', 'works', 'great', 'read']",14428800000000000,17/06/1970
274,iPhone 12 Pro Max,928.42,128,"firstly and foremost, this iphone 12 pro max is locked to cricket wireless. it says so in the title of the product. *literally* in the title of the product. everyone complaining that this phone is locked to cricket simply does not know how to read.
read more",1970-01-01,4,the United States,en,"['firstly', 'foremost', ',', 'iphone', '12', 'pro', 'max', 'locked', 'cricket', 'wireless', '.', 'says', 'title', 'product', '.', '*', 'literally', '*', 'title', 'product', '.', 'everyone', 'complaining', 'phone', 'locked', 'cricket', 'simply', 'know', 'read', '.', 'read']",0,01/01/1970
275,iPhone 12 Pro Max,928.42,128,"don’t use face recognition. battery is amazing coming from a iphone 6splus  it lasts all day while i’m on  it all day .
read more",1970-07-20,5,the United States,en,"['’', 'use', 'face', 'recognition', '.', 'battery', 'amazing', 'coming', 'iphone', '6splus', 'lasts', 'day', '’', 'day', '.', 'read']",17280000000000000,20/07/1970
276,iPhone 12 Pro Max,928.42,128,"love this phone. i made the switch from android mainly due to ecosystem apple has and im not too disappointed.
read more",1970-02-02,5,the United States,en,"['love', 'phone', '.', 'made', 'switch', 'android', 'mainly', 'due', 'ecosystem', 'apple', 'im', 'disappointed', '.', 'read']",2764800000000000,02/02/1970
277,iPhone 12 Pro Max,928.42,128,"happy
read more",1973-08-27,5,the United Arab Emirates,en,"['happy', 'read']",115257600000000000,27/08/1973
278,iPhone 12 Pro Max,928.42,128,"great phone and service
read more",1972-06-07,5,Australia,en,"['great', 'phone', 'service', 'read']",76723200000000000,07/06/1972
279,iPhone SE,249.97,64,"i can only speak on the phone i received from hybrid it, but i ordered the premium referb iphone se 3rd gen and it was beautiful! absolutely no scratches or dings, terrific battery life, and smooth transfer of my current iphone to the newer se.full disclosure, i did have to send the phone back.. though it was fully unlocked, my carrier is lame and said the phone was not compatible (but they say that about the iphone i am currently using on their network, so take from that what you will). i checked other sites out of curiosity and the unlocked 3rd gen se would have worked just fine. i didn't want the headache of arguing with my provider's customer service, so i returned the phone - following the clear directions inside the box (sign out of your icloud and reset phone). i received a full refund the same day it arrived back to hybrid it. though the phone didn't work for me, i was very happy with the item that was shipped to me and the speed that i was refunded.
read more",1972-03-07,5,the United States,en,"['speak', 'phone', 'received', 'hybrid', ',', 'ordered', 'premium', 'referb', 'iphone', 'se', '3rd', 'gen', 'beautiful', '!', 'absolutely', 'scratches', 'dings', ',', 'terrific', 'battery', 'life', ',', 'smooth', 'transfer', 'current', 'iphone', 'newer', 'se.full', 'disclosure', ',', 'send', 'phone', 'back', '..', 'though', 'fully', 'unlocked', ',', 'carrier', 'lame', 'said', 'phone', 'compatible', '(', 'say', 'iphone', 'currently', 'using', 'network', ',', 'take', ')', '.', 'checked', 'sites', 'curiosity', 'unlocked', '3rd', 'gen', 'se', 'would', 'worked', 'fine', '.', 'want', 'headache', 'arguing', ""provider's"", 'customer', 'service', ',', 'returned', 'phone', '-', 'following', 'clear', 'directions', 'inside', 'box', '(', 'sign', 'icloud', 'reset', 'phone', ')', '.', 'received', 'full', 'refund', 'day', 'arrived', 'back', 'hybrid', '.', 'though', 'phone', 'work', ',', 'happy', 'item', 'shipped', 'speed', 'refunded', '.', 'read']",68774400000000000,07/03/1972
280,iPhone SE,249.97,64,"phone arrived and is like new.  no scratches or defects.  battery health reporting 100%.  couldn't be more pleased with the phone purchase.  phone was manufactured in 3 week of 2024 per the serial number.  i may never buy a brand-new iphone again.
read more",1972-02-16,5,the United States,en,"['phone', 'arrived', 'like', 'new', '.', 'scratches', 'defects', '.', 'battery', 'health', 'reporting', '100', '%', '.', 'pleased', 'phone', 'purchase', '.', 'phone', 'manufactured', '3', 'week', '2024', 'per', 'serial', 'number', '.', 'may', 'never', 'buy', 'brand-new', 'iphone', '.', 'read']",67046400000000000,16/02/1972
281,iPhone SE,249.97,64,"this phone is in excellent condition with zero scratches or dings. i examined the entire phone with a magnifying glass and the only negative was a tiny amount of lint(?) in the charging port - the only evidence that it had been used. i had the se 2020 for the past almost five years, and loved the phone. unfortunately, i managed to smash the screen in a freak accident. i was ready to purchasing a brand new 15 thinking that was what i should do, but i came to my senses and thought why? i use my phone for texts and calls mostly, and for taking pictures and some internet searches, and the old phone suited my needs just fine. i like the home button format on the se, and i don't like having to swipe for everything on the other iphones. also, i carry my phone in my pockets on a daily two hour dog walk through very rough desert terrain, so it is exposed to dust, sand, heat, sweat, etc., and it endures all of that and then some. so, i ""upgraded"" to a se2022 and went with an amazon refurbished premium in red, because red was another twenty dollars less (who cares about color?). i got a better phone for half the price of a new one. i have been using it for 24 hours and it is like i never missed a beat. the sim card transfer and icloud download was easy and relatively quick - all my data was there, so very little set up was required. the battery health says 94%, which is better than the 83% that was on my old phone last time i checked it before the accident, so i assume it will take a couple of years or so to get this one down to that level, and i wasn't bothered by the old phones performance with the low battery. i am an old guy who doesn't live on a phone like younger people do, so paying a thousand bucks or so for a bunch of features i would never utilize doesn't make any sense. the se iphones take great photos, by the way.
read more",1972-03-14,5,the United States,en,"['phone', 'excellent', 'condition', 'zero', 'scratches', 'dings', '.', 'examined', 'entire', 'phone', 'magnifying', 'glass', 'negative', 'tiny', 'amount', 'lint', '(', '?', ')', 'charging', 'port', '-', 'evidence', 'used', '.', 'se', '2020', 'past', 'almost', 'five', 'years', ',', 'loved', 'phone', '.', 'unfortunately', ',', 'managed', 'smash', 'screen', 'freak', 'accident', '.', 'ready', 'purchasing', 'brand', 'new', '15', 'thinking', ',', 'came', 'senses', 'thought', '?', 'use', 'phone', 'texts', 'calls', 'mostly', ',', 'taking', 'pictures', 'internet', 'searches', ',', 'old', 'phone', 'suited', 'needs', 'fine', '.', 'like', 'home', 'button', 'format', 'se', ',', 'like', 'swipe', 'everything', 'iphones', '.', 'also', ',', 'carry', 'phone', 'pockets', 'daily', 'two', 'hour', 'dog', 'walk', 'rough', 'desert', 'terrain', ',', 'exposed', 'dust', ',', 'sand', ',', 'heat', ',', 'sweat', ',', 'etc', '.', ',', 'endures', '.', ',', '""', 'upgraded', '""', 'se2022', 'went', 'amazon', 'refurbished', 'premium', 'red', ',', 'red', 'another', 'twenty', 'dollars', 'less', '(', 'cares', 'color', '?', ')', '.', 'got', 'better', 'phone', 'half', 'price', 'new', 'one', '.', 'using', '24', 'hours', 'like', 'never', 'missed', 'beat', '.', 'sim', 'card', 'transfer', 'icloud', 'download', 'easy', 'relatively', 'quick', '-', 'data', ',', 'little', 'set', 'required', '.', 'battery', 'health', 'says', '94', '%', ',', 'better', '83', '%', 'old', 'phone', 'last', 'time', 'checked', 'accident', ',', 'assume', 'take', 'couple', 'years', 'get', 'one', 'level', ',', 'bothered', 'old', 'phones', 'performance', 'low', 'battery', '.', 'old', 'guy', 'live', 'phone', 'like', 'younger', 'people', ',', 'paying', 'thousand', 'bucks', 'bunch', 'features', 'would', 'never', 'utilize', 'make', 'sense', '.', 'se', 'iphones', 'take', 'great', 'photos', ',', 'way', '.', 'read']",69379200000000000,14/03/1972
282,iPhone SE,249.97,64,"i really hate leaving a negative review, but this is important to know. the good: the phone i received was in mint condition and the battery was 100%. the bad: the phone was listed as verizon compatible, but it would not recognize the sim card from my verizon se2. checked settings and found that the phone was “sim locked”. spent an hour digging on the internet and another 45 minutes on the phone with apple support and they finally determined that the phone was registered to “cox communication” and apple could not unlock the phone. took phone to verizon store (supposed to be verizon compatible, right?), but they couldn’t help either. searched internet again, found customer support # for cox communications, navigated their phone tree, finally spoke to tech support, but since i was not a customer, they couldn’t unlock the phone either. called amazon, initiated return, now waiting for ups to pick up phone and will now have to wait 4+ weeks for credit to post.  hours spent. way too much effort for no result.
read more",1972-03-06,1,the United States,en,"['really', 'hate', 'leaving', 'negative', 'review', ',', 'important', 'know', '.', 'good', ':', 'phone', 'received', 'mint', 'condition', 'battery', '100', '%', '.', 'bad', ':', 'phone', 'listed', 'verizon', 'compatible', ',', 'would', 'recognize', 'sim', 'card', 'verizon', 'se2', '.', 'checked', 'settings', 'found', 'phone', '“', 'sim', 'locked', '”', '.', 'spent', 'hour', 'digging', 'internet', 'another', '45', 'minutes', 'phone', 'apple', 'support', 'finally', 'determined', 'phone', 'registered', '“', 'cox', 'communication', '”', 'apple', 'could', 'unlock', 'phone', '.', 'took', 'phone', 'verizon', 'store', '(', 'supposed', 'verizon', 'compatible', ',', 'right', '?', ')', ',', '’', 'help', 'either', '.', 'searched', 'internet', ',', 'found', 'customer', 'support', '#', 'cox', 'communications', ',', 'navigated', 'phone', 'tree', ',', 'finally', 'spoke', 'tech', 'support', ',', 'since', 'customer', ',', '’', 'unlock', 'phone', 'either', '.', 'called', 'amazon', ',', 'initiated', 'return', ',', 'waiting', 'ups', 'pick', 'phone', 'wait', '4', '+', 'weeks', 'credit', 'post', '.', 'hours', 'spent', '.', 'way', 'much', 'effort', 'result', '.', 'read']",68688000000000000,06/03/1972
283,iPhone SE,249.97,64,"pros:  fast shipping, functions like a new phone, has 94% battery life.cons:  several scratches on screen, cord/charger doesn’t function well. took hours and hours to charge to only 80%. had to find another cord/charger that worked.
read more",1972-02-08,4,the United States,en,"['pros', ':', 'fast', 'shipping', ',', 'functions', 'like', 'new', 'phone', ',', '94', '%', 'battery', 'life.cons', ':', 'several', 'scratches', 'screen', ',', 'cord', '/', 'charger', '’', 'function', 'well', '.', 'took', 'hours', 'hours', 'charge', '80', '%', '.', 'find', 'another', 'cord', '/', 'charger', 'worked', '.', 'read']",66355200000000000,08/02/1972
284,iPhone SE,249.97,64,"buy it, buy it, buy it. yes, yes, yes. i can't believe how this cell phone costs 1/4 the price of a new one yet looks and functions as if it were! excellent condition, no scratch on it, no dust in the charging port, and no marks anywhere. i spent multiple days comparing several devices and sellers b/c i want/must carry small phones for ease and comfort for my hands, pockets, and general life usage.  have a samsung s24, huge, had an apple 4.7"" 10 years ago, compared all sides of the equation for a new device b/c i'm sick of carrying cells, aka ""bricks"", that won't fit in my pockets or purse, cup holders in my john deere tractor, husq zero turn, and ford explorer (eddie bauer edition with leather seat that is now damaged where the back pocket connects with the seat cushion and cell phone that stuck out when i hopped up into the truck and forgot about the darn ""brick pocket' situation i had going on back there. amazon is phenomenal, you did a great big favor selling me this phone for roughly 1/4 the cost of one from apple, and thank you apple for partnering with amazon and selling so many in bulk because of potential;y that's how i was able to secure one for less than $150.  i got the wall charger, power cord, and a white phone in mint condition. this product is amazing, highly recommend it. oh- and it will fit in my purse, on the dashboard phone holder contraption without breaking my vent, and doesn't fall out of pockets on the front, side, or back thanks amazon! finally, my poor little hands thank you as well, now they won't be forced to stretch to the outer limits just to use the phone.
read more",1972-02-14,5,the United States,en,"['buy', ',', 'buy', ',', 'buy', '.', 'yes', ',', 'yes', ',', 'yes', '.', ""can't"", 'believe', 'cell', 'phone', 'costs', '1/4', 'price', 'new', 'one', 'yet', 'looks', 'functions', '!', 'excellent', 'condition', ',', 'scratch', ',', 'dust', 'charging', 'port', ',', 'marks', 'anywhere', '.', 'spent', 'multiple', 'days', 'comparing', 'several', 'devices', 'sellers', 'b', '/', 'c', 'want', '/', 'must', 'carry', 'small', 'phones', 'ease', 'comfort', 'hands', ',', 'pockets', ',', 'general', 'life', 'usage', '.', 'samsung', 's24', ',', 'huge', ',', 'apple', '4.7', '""', '10', 'years', 'ago', ',', 'compared', 'sides', 'equation', 'new', 'device', 'b', '/', 'c', ""i'm"", 'sick', 'carrying', 'cells', ',', 'aka', '""', 'bricks', '""', ',', 'fit', 'pockets', 'purse', ',', 'cup', 'holders', 'john', 'deere', 'tractor', ',', 'husq', 'zero', 'turn', ',', 'ford', 'explorer', '(', 'eddie', 'bauer', 'edition', 'leather', 'seat', 'damaged', 'back', 'pocket', 'connects', 'seat', 'cushion', 'cell', 'phone', 'stuck', 'hopped', 'truck', 'forgot', 'darn', '""', 'brick', 'pocket', ""'"", 'situation', 'going', 'back', '.', 'amazon', 'phenomenal', ',', 'great', 'big', 'favor', 'selling', 'phone', 'roughly', '1/4', 'cost', 'one', 'apple', ',', 'thank', 'apple', 'partnering', 'amazon', 'selling', 'many', 'bulk', 'potential', ';', ""that's"", 'able', 'secure', 'one', 'less', '$', '150', '.', 'got', 'wall', 'charger', ',', 'power', 'cord', ',', 'white', 'phone', 'mint', 'condition', '.', 'product', 'amazing', ',', 'highly', 'recommend', '.', 'oh', '-', 'fit', 'purse', ',', 'dashboard', 'phone', 'holder', 'contraption', 'without', 'breaking', 'vent', ',', 'fall', 'pockets', 'front', ',', 'side', ',', 'back', 'thanks', 'amazon', '!', 'finally', ',', 'poor', 'little', 'hands', 'thank', 'well', ',', 'forced', 'stretch', 'outer', 'limits', 'use', 'phone', '.', 'read']",66873600000000000,14/02/1972
